MetricKey,Metric,Source_Category
353,"Businesses purchasing cloud computing services for finance or accounting software (Transportation and storage, 10 or more)",Economy
354,"Businesses purchasing cloud computing services for finance or accounting software (Wholesale trade, except of motor vehicles and motorcycles, 10 or more)",Economy
355,"Businesses purchasing cloud computing services for hosting of databases (Accommodation and food service activities, 10 or more)",Economy
356,"Businesses purchasing cloud computing services for hosting of databases (Administrative and support service activities, 10 or more)",Economy
357,"Businesses purchasing cloud computing services for hosting of databases (Construction, 10 or more)",Economy
358,"Businesses purchasing cloud computing services for hosting of databases (Financial and insurance activities, 10 or more)",Economy
359,"Businesses purchasing cloud computing services for hosting of databases (Information and communication, 10 or more)",Economy
360,"Businesses purchasing cloud computing services for hosting of databases (Manufacturing, 10 or more)",Economy
361,"Businesses purchasing cloud computing services for hosting of databases (Professional, scientific and technical activities, 10 or more)",Economy
362,"Businesses purchasing cloud computing services for hosting of databases (Real estate activities, 10 or more)",Economy
363,"Businesses purchasing cloud computing services for hosting of databases (Retail trade, except of motor vehicles and motorcycles, 10 or more)",Economy
364,"Businesses purchasing cloud computing services for hosting of databases (Total - all activities, 10 or more)",Economy
365,"Businesses purchasing cloud computing services for hosting of databases (Total - all activities, 250 or more)",Economy
366,"Businesses purchasing cloud computing services for hosting of databases (Total - all activities, From 10 to 49)",Economy
367,"Businesses purchasing cloud computing services for hosting of databases (Total - all activities, From 50 to 249)",Economy
368,"Businesses purchasing cloud computing services for hosting of databases (Transportation and storage, 10 or more)",Economy
369,"Businesses purchasing cloud computing services for hosting of databases (Wholesale trade, except of motor vehicles and motorcycles, 10 or more)",Economy
370,"Businesses purchasing cloud computing services for office software (Accommodation and food service activities, 10 or more)",Economy
371,"Businesses purchasing cloud computing services for office software (Administrative and support service activities, 10 or more)",Economy
372,"Businesses purchasing cloud computing services for office software (Construction, 10 or more)",Economy
373,"Businesses purchasing cloud computing services for office software (Financial and insurance activities, 10 or more)",Economy
374,"Businesses purchasing cloud computing services for office software (Information and communication, 10 or more)",Economy
375,"Businesses purchasing cloud computing services for office software (Manufacturing, 10 or more)",Economy
376,"Businesses purchasing cloud computing services for office software (Professional, scientific and technical activities, 10 or more)",Economy
377,"Businesses purchasing cloud computing services for office software (Real estate activities, 10 or more)",Economy
378,"Businesses purchasing cloud computing services for office software (Retail trade, except of motor vehicles and motorcycles, 10 or more)",Economy
379,"Businesses purchasing cloud computing services for office software (Total - all activities, 10 or more)",Economy
380,"Businesses purchasing cloud computing services for office software (Total - all activities, 250 or more)",Economy
381,"Businesses purchasing cloud computing services for office software (Total - all activities, From 10 to 49)",Economy
382,"Businesses purchasing cloud computing services for office software (Total - all activities, From 50 to 249)",Economy
383,"Businesses purchasing cloud computing services for office software (Transportation and storage, 10 or more)",Economy
384,"Businesses purchasing cloud computing services for office software (Wholesale trade, except of motor vehicles and motorcycles, 10 or more)",Economy
385,"Businesses purchasing cloud computing services for storage of files (Accommodation and food service activities, 10 or more)",Economy
386,"Businesses purchasing cloud computing services for storage of files (Administrative and support service activities, 10 or more)",Economy
387,"Businesses purchasing cloud computing services for storage of files (Construction, 10 or more)",Economy
388,"Businesses purchasing cloud computing services for storage of files (Financial and insurance activities, 10 or more)",Economy
389,"Businesses purchasing cloud computing services for storage of files (Information and communication, 10 or more)",Economy
390,"Businesses purchasing cloud computing services for storage of files (Manufacturing, 10 or more)",Economy
391,"Businesses purchasing cloud computing services for storage of files (Professional, scientific and technical activities, 10 or more)",Economy
392,"Businesses purchasing cloud computing services for storage of files (Real estate activities, 10 or more)",Economy
393,"Businesses purchasing cloud computing services for storage of files (Retail trade, except of motor vehicles and motorcycles, 10 or more)",Economy
394,"Businesses purchasing cloud computing services for storage of files (Total - all activities, 10 or more)",Economy
395,"Businesses purchasing cloud computing services for storage of files (Total - all activities, 100 or more)",Economy
396,"Businesses purchasing cloud computing services for storage of files (Total - all activities, 250 or more)",Economy
397,"Businesses purchasing cloud computing services for storage of files (Total - all activities, 300 or more)",Economy
398,"Businesses purchasing cloud computing services for storage of files (Total - all activities, From 10 to 49)",Economy
399,"Businesses purchasing cloud computing services for storage of files (Total - all activities, From 100 to 299)",Economy
400,"Businesses purchasing cloud computing services for storage of files (Total - all activities, From 50 to 249)",Economy
401,"Businesses purchasing cloud computing services for storage of files (Transportation and storage, 10 or more)",Economy
402,"Businesses purchasing cloud computing services for storage of files (Wholesale trade, except of motor vehicles and motorcycles, 10 or more)",Economy
403,"Businesses receiving orders over computer networks (Accommodation and food service activities, 10 or more)",Economy
404,"Businesses receiving orders over computer networks (Administrative and support service activities, 10 or more)",Economy
405,"Businesses receiving orders over computer networks (Construction, 10 or more)",Economy
406,"Businesses receiving orders over computer networks (Financial and insurance activities, 10 or more)",Economy
407,"Businesses receiving orders over computer networks (Information and communication, 10 or more)",Economy
408,"Businesses receiving orders over computer networks (Manufacturing, 10 or more)",Economy
409,"Businesses receiving orders over computer networks (Professional, scientific and technical activities, 10 or more)",Economy
410,"Businesses receiving orders over computer networks (Real estate activities, 10 or more)",Economy
411,"Businesses receiving orders over computer networks (Retail trade, except of motor vehicles and motorcycles, 10 or more)",Economy
412,"Businesses receiving orders over computer networks (Total - all activities, 10 or more)",Economy
413,"Businesses receiving orders over computer networks (Total - all activities, 100 or more)",Economy
414,"Businesses receiving orders over computer networks (Total - all activities, 250 or more)",Economy
415,"Businesses receiving orders over computer networks (Total - all activities, 300 or more)",Economy
416,"Businesses receiving orders over computer networks (Total - all activities, From 10 to 49)",Economy
417,"Businesses receiving orders over computer networks (Total - all activities, From 100 to 299)",Economy
